workbook_record_id,year,title,author_list,venue,engine,citation_count,h5_index,mean_citation,quartile,quality_signal_available,screening_status,source_sheet
3789,2024,boosting security: an effective approach to intrusion detection in wireless sensor networks with adaboost classifiers,mohan d.b.; arumugam p.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3790,2024,intrusion detection on arinc-429 communication bus,babir i.c.; tok z.y.; evcil m.; gökver m.a.; bozkurt b.; akleylek s.,aiaa/ieee digital avionics systems conference - proceedings,scopus,0,,0,-,quartile,excluded,excluded
3791,2024,robust intrusion detection techniques on improved features selection generalised variable precision rough set,rajeshwari r.; anuradha m.p.,international journal of information and computer security,scopus,0,,0,Q3,quartile,excluded,excluded
3793,2024,label flipping attacks in hierarchical federated learning for intrusion detection in iot,elmahfoud e.; el hajla s.; maleh y.; mounir s.; ouazzane k.,information security journal,scopus,0,,0,Q2,quartile,excluded,excluded
3802,2024,feature-driven intrusion detection method based on improved cnn and lstm,zhang j.; zhao y.; zhang j.; guo l.; zhang x.,international journal of information and computer security,scopus,0,,0,Q3,quartile,excluded,excluded
3806,2024,a lightweight approach for intrusion detection in wsns based on dcgan,devi m.; nandal p.; sehrawat h.,international journal of information technology (singapore),scopus,0,,0,Q2,quartile,excluded,excluded
3811,2024,addressing poisoning attacks against federated intrusion detection systems in internet of healthcare things,boumediri t.; debicha i.; kenaza t.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3813,2024,intelligent automation of security policy decisions using ai: analysis of ml and dl approach,ajani s.n.; shivadekar s.; pareek v.; joshi i.; nalawade d.b.; kokane c.d.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3815,2024,ensemble technique to detect intrusion in a network based on the unswb-nb15 dataset,badiger v.s.; shyam g.k.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3818,2024,detection of intrusions based on text analysis and machine learning methods in the development of information systems,popereshnyak s.; ovcharenko v.; novikov y.; hulak h.,ceur workshop proceedings,scopus,0,,0,-,quartile,excluded,excluded
3822,2024,smart monitoring and intrusion detection for enhanced real-time network security,parashar k.; muthukrishnan d.; raju k.s.; karunasree b.; shiny x.s.a.; priyanka s.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3828,2024,network intrusion detection with smote-enn and deep learning techniques,akanksha p.; manohar naik s.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3831,2024,feature selection in ml-based sdn intrusion detection system,di gennaro f.; cucchiarelli a.; morbidoni c.; spalazzi l.,international conference on future internet of things and cloud (ficloud),scopus,0,14,0,,h5-index,excluded,excluded
3835,2024,a novel network intrusion detection system for preventing flooding attacks packet dropping attacks in manets using deep learning algorithm,deepa v.; radha n.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3839,2024,fuzzy embedding to detect intrusion in software-defined networks,dang q.-v.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3841,2024,hyperparameter-tuned machine learning model for the ids security in cloud environment,kandakatla r.; rajakumari k.,international conference on intelligent algorithms for computational intelligence systems (iacis),scopus,0,0,0,,h5-index,excluded,excluded
3842,2024,reinforcement learning for adaptive cybersecurity: a case study on intrusion detection,patel p.s.; navik t.s.; ahuja s.,"international conference on advances in computing, control, and telecommunication technologies, act",scopus,1,0,1,,h5-index,excluded,excluded
3844,2024,intrusion detection system (ids) in cloud computing using machine learning algorithms: a comparative study,rathod g.; sabnis v.; jain j.k.,"international conference on advances in computing, control, and telecommunication technologies, act",scopus,2,0,2,,h5-index,excluded,excluded
3848,2024,the role of rule mining in generating synthetic cyber-physical system attack samples,mehmood m.; baig z.; syed n.; zeadally s.,ieee internet of things magazine,scopus,0,11,0,,h5-index,excluded,excluded
3850,2024,intrusion detection system in the industrial internet of things (iiot) using deep learning,nouar i.; lendák i.,lecture notes in electrical engineering,scopus,0,,0,Q4,quartile,excluded,excluded
3855,2024,augmenting internet of medical things security: deep ensemble integration and methodological fusion,naeem h.; alsirhani a.; alserhani f.m.; ullah f.; krejcar o.,cmes - computer modeling in engineering and sciences,scopus,1,,1,Q3,quartile,excluded,excluded
3860,2024,attack detection from internet of things using tpe based self-attention based bidirectional long-short term memory,dontu s.; addula s.r.; kumar pareek p.; vallabhaneni r.; adnan m.m.,international conference on intelligent algorithms for computational intelligence systems (iacis),scopus,0,0,0,,h5-index,excluded,excluded
3862,2024,detection of iot cyberattacks in smart cities: a comparative analysis of deep learning and ensemble learning methods,kebede z.k.; hajek p.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3865,2024,intrusion detection using machine learning,manasa u.; kuzhalivaimozhi s.,"international conference on advances in computing, control, and telecommunication technologies, act",scopus,114,0,114,,h5-index,excluded,excluded
3866,2024,hybrid efficient ids against adversarial attacks in iot networks,aljbour e.; al-haija q.a.,ifip advances in information and communication technology,scopus,0,,0,Q3,quartile,excluded,excluded
3868,2024,mcwoa based hybrid deep learning for detecting the attacks in cybersecurity with iot network,dontu s.; vallabhaneni r.; addula s.r.; kumar pareek p.; abbas h.m.,international conference on intelligent algorithms for computational intelligence systems (iacis),scopus,1,0,1,,h5-index,excluded,excluded
3871,2024,network intrusion detection and prevention system using hybrid machine learning with supervised ensemble stacking model,mills g.a.; acquah d.k.; sowah r.a.,journal of computer networks and communications,scopus,2,,2,Q2,quartile,excluded,excluded
3873,2024,a comprehensive analysis of intrusion detection system using machine learning and deep learning algorithms,varaprasad r.; prabhu chakkaravarthy a.; veeresha m.,international conference on intelligent algorithms for computational intelligence systems (iacis),scopus,0,0,0,,h5-index,excluded,excluded
3874,2024,deploying an advanced intrusion detection system (ids) to detect and respond to potential breache and malicious activities,kumar m.s.; rajan b.c.; harish p.; kumar k.r.; vijayaraghavan n.,"international conference on advances in computing, control, and telecommunication technologies, act",scopus,274,0,274,,h5-index,excluded,excluded
3875,2024,privacy preserving scheme for ev charging station using machine learning based intrusion detection system,tulsiani j.; nayak k.; premjit lakra p.; kumar a.; das s.,international conference on intelligent cyber physical systems and internet of things (icoici),scopus,0,0,0,,h5-index,excluded,excluded
3878,2024,overview of machine learning techniques in cybersecurity data science using gradient boosting and random forest algorithm,gulhane k.; saxena s.; deogaonkar a.; kumar v.; vichoray c.; goyal s.,international conference on intelligent cyber physical systems and internet of things (icoici),scopus,0,0,0,,h5-index,excluded,excluded
3883,2024,enhancing intrusion detection in iiot environments: a scalable and economical approach with metric active learning,azhagiri m.; sumathi g.; murali g.; vinod kumar d.; arunkumar madhuvappan c.; rajendran r.,international conference on intelligent cyber physical systems and internet of things (icoici),scopus,0,0,0,,h5-index,excluded,excluded
3884,2024,gru enabled intrusion detection system for iot environment with swarm optimization and gaussian random forest classification,shoab m.; alsbatin l.,"computers, materials and continua",scopus,0,,0,Q2,quartile,excluded,excluded
3885,2024,a survey paper on device type identification and intrusion detection using deep learning techniques in securing iot environments,indira; sampath a.k.,"international conference on advances in computing, control, and telecommunication technologies, act",scopus,0,0,0,,h5-index,excluded,excluded
3887,2024,detection of network intrusion applying generative adversarial networks,behl y.; jaiswal a.; indra g.; gupta b.; sharma y.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3894,2024,blockchain for machine learning protetion against attacks in iot,dhifallah w.; moulahi t.; tarhouni m.; zidi s.,green energy and technology,scopus,0,,0,Q3,quartile,excluded,excluded
3899,2024,improving spam intrusion detection with the machine learning-enhanced chaotic horse ride optimization algorithm,thangaraj a.; sadayan g.,tehnicki vjesnik,scopus,0,,0,Q3,quartile,excluded,excluded
3900,2024,a framework for anomaly detection in networks using machine learning,mubeen s.; kamatham h.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3902,2024,anomaly detection in iot networks using differential evolution and xgboost,bajpai s.; sharma k.; chaurasia b.k.,lecture notes in electrical engineering,scopus,0,,0,Q4,quartile,excluded,excluded
3904,2024,performance of ensemble learning techniques for network-based intrusion detection system (nids): a comparative study,biswas s.k.; dasari a.k.; hossain m.s.; rousanuzzaman; bhattacharya a.; debasmitasaha; das a.k.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3906,2024,improving the detection of malefactors cyberattacks using interpretable artificial intelligence models,petrenko s.; grigorieva n.; petrenko a.; taran v.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3907,2024,rpl attacks simulation and intrusion detection based on machine learning,dazine j.; maizate a.; hassouni l.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3908,2024,cyberattack detection: performance evaluation of long short-term memory network and convolutional neural network,azeez n.a.; olayiwola e.t.; van der vyver c.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3909,2024,unveiling backdoor attacks in networking with machine learning approaches,sharma a.; babbar h.,international conference on intelligent cyber physical systems and internet of things (icoici),scopus,0,0,0,,h5-index,excluded,excluded
3910,2024,intrusion detection system with machine learning algorithms,shoaib s.; koushik e.; kumar k.p.m.,"international conference on advances in computing, control, and telecommunication technologies, act",scopus,0,0,0,,h5-index,excluded,excluded
3913,2024,detecting network attack using federated learning for iot devices,thakur a.; tyagi r.; tripathy h.k.; yang t.; rathore r.s.; mo d.; wang l.,international conference on intelligent algorithms for computational intelligence systems (iacis),scopus,3,0,3,,h5-index,excluded,excluded
3917,2024,enhancing cloud server resilience: honeypots and intrusion detection systems in browser hijacking defense,parineeta; dash c.s.,international conference on intelligent cyber physical systems and internet of things (icoici),scopus,0,0,0,,h5-index,excluded,excluded
3918,2024,a stacked ensemble model to detect network intrusions,sneha s.; roshni a.; padmavathi g.,"international conference on advances in computing, control, and telecommunication technologies, act",scopus,0,0,0,,h5-index,excluded,excluded
3923,2024,two-stage intrusion detection approach with smote-enhanced attack classification,balaji k.; chandrasekhar d.v.s.; mauriya a.; srinivas d.b.,international conference on data science and network security (icdsns),scopus,0,6,0,,h5-index,excluded,excluded
3925,2024,intrusion detection in sdn using ensemble learning technique,bharath s.; dhanashree d.; nandika m.; nandhini a.s.,"international conference on smart systems for electrical, electronics, communication and computer engineering (icsseec)",scopus,0,0,0,,h5-index,excluded,excluded
3927,2024,enhanced uav pursuit-evasion using boids modelling: a synergistic integration of bird swarm intelligence and drl,jin w.; tian x.; shi b.; zhao b.; duan h.; wu h.,"computers, materials and continua",scopus,42,,42,Q2,quartile,excluded,excluded
3929,2024,"improves intrusion detection performance in wireless sensor networks through machine learning, enhanced by an accelerated deep learning model with advanced feature selection",saleh h.m.; marouane h.; fakhfakh a.,iraqi journal for computer science and mathematics,scopus,0,,0,Q2,quartile,excluded,excluded
3930,2024,applying machine learning to enhance intrusion detection systems,garg a.; ramya n.; gupta r.; logeshwaran j.,proceedings of inc4 - ieee international conference on contemporary computing and communications,scopus,4,4,4,,h5-index,excluded,excluded
3932,2024,research on assessment of hybrid teaching mode in colleges stems from deep learning algorithm,xiu j.; ye y.,international journal of computational science and engineering,scopus,0,,0,Q3,quartile,excluded,excluded
3934,2024,enhancing internet of things intrusion detection using artificial intelligence,bar s.; prasad p.w.c.; sayeed m.s.,"computers, materials and continua",scopus,2,,2,Q2,quartile,excluded,excluded
3936,2024,intrusion detection system using improved pelican optimization algorithm-based support vector machine to secure data in cloud,radhika r.,international conference on data science and network security (icdsns),scopus,1,6,1,,h5-index,excluded,excluded
3938,2024,cognitive computing with deep learning based cybersecurity solution for human computer interface applications,srivastava a.; stager s.,international conference on data science and network security (icdsns),scopus,0,6,0,,h5-index,excluded,excluded
3940,2024,explainable federated learning for botnet detection in iot networks,kalakoti r.; bahsi h.; nomm s.,ieee international conference on cyber security and resilience (csr),scopus,6,12,6,,h5-index,excluded,excluded
3942,2024,machine learning for intrusion detection system in iot environment with permutation importance,singh v.p.; kumari r.; kaur m.,ceur workshop proceedings,scopus,0,,0,-,quartile,excluded,excluded
3943,2024,evaluating the impact of privacy-preserving federated learning on can intrusion detection,digregorio g.; cainazzo e.; longari s.; carminati m.; zanero s.,ieee vehicular technology conference,scopus,1,,1,-,quartile,excluded,excluded
3944,2024,enhancing cybersecurity through fast machine learning algorithms,li z.; han w.; shao y.; makanju t.,canadian conference on electrical and computer engineering,scopus,1,,1,-,quartile,excluded,excluded
3949,2024,an improved detection system using genetic algorithm and decision tree,harshadh s.; reddy m.v.k.; suresh a.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3955,2024,binary and multiclass classification intrusion detection system using benchmark nsl-kdd and machine learning models,pardeshi n.g.; patil d.v.,international conference on data science and network security (icdsns),scopus,0,6,0,,h5-index,excluded,excluded
3956,2024,distributed machine learning system for intrusion detection,patil h.; lohumi y.; tejaswini k.m.; sudheendramouli h.c.; parikh s.; maranan r.,international conference on data science and network security (icdsns),scopus,0,6,0,,h5-index,excluded,excluded
3957,2024,optimal cyber attack strategy using reinforcement learning based on common vulnerability scoring system,kim b.-s.; suk h.-w.; choi y.-h.; moon d.-s.; kim m.-s.,cmes - computer modeling in engineering and sciences,scopus,2,,2,Q3,quartile,excluded,excluded
3959,2024,a hybrid ensemble learning-based intrusion detection system for the internet of things,alani m.m.; awad a.i.; barka e.,ieee international conference on cyber security and resilience (csr),scopus,0,12,0,,h5-index,excluded,excluded
3960,2024,ssa-gat: graph-based self-supervised learning for network intrusion detection,liu q.; zhang h.; zhang y.; fan l.; jin x.,lecture notes in computer science,scopus,0,,0,Q2,quartile,excluded,excluded
3966,2024,network intrusion detection in simulated military environment using machine learning and blockchain,vijayalakshmi s.; yellamilli r.; shobikaa r.; subasree v.; vidya r.; keerthanaporkodi s.,"international conference on smart systems for electrical, electronics, communication and computer engineering (icsseec)",scopus,0,0,0,,h5-index,excluded,excluded
3967,2024,real-time intrusion detection via machine learning approaches,murtaj e.; marcantoni f.; loreti m.; quadrini m.; witschel h.-f.,ceur workshop proceedings,scopus,0,,0,-,quartile,excluded,excluded
3968,2024,strengthening network intrusion detection in iot environments with self-supervised learning and few shot learning,ben atitallah s.; driss m.; boulila w.; koubaa a.,lecture notes in computer science,scopus,2,,2,Q2,quartile,excluded,excluded
3971,2024,a novel two-stage classification architecture integrating machine learning and artificial immune system for intrusion detection on balanced dataset,fatema k.; dey s.k.; bari r.; mazumder r.,"smart innovation, systems and technologies",scopus,1,,1,Q4,quartile,excluded,excluded
3972,2024,enhancing network security: an intrusion detection approach using artificial neural networks and nsl-kdd dataset,saranya r.; priscila s.s.,international conference on data science and network security (icdsns),scopus,1,6,1,,h5-index,excluded,excluded
3973,2024,network intrusion detection using machine learning on resource-constrained edge devices,lidholm p.; markovic t.; leon m.; strandberg p.e.,proceedings of the international joint conference on neural networks,scopus,0,,0,-,quartile,excluded,excluded
3974,2024,an innovative feature selection approach for can bus data leveraging constant value analysis,althunayyan m.; javed a.; rana o.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3977,2024,a novel network intrusion detection method for unbalanced data in open scenarios,gong z.; wang q.; he w.; cao c.; zheng l.; yu y.,lecture notes in computer science,scopus,0,,0,Q2,quartile,excluded,excluded
3980,2024,information security network intrusion detection system based on machine learning,guo f.; jiao h.; zhang x.; zhou y.; feng h.,international conference on data science and network security (icdsns),scopus,2,6,2,,h5-index,excluded,excluded
3981,2024,an accurate and lightweight intrusion detection model deployed on edge network devices,ao y.; tao j.; zou d.; sun w.; yu l.,proceedings of the international joint conference on neural networks,scopus,0,,0,-,quartile,excluded,excluded
3983,2024,machine learning-based network intrusion detection system for iot environment,yadav p.k.; pandey s.; agrawal d.; sahu h.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3985,2024,an efficient feature selection-based approach for intrusion detection in iot environment,maravi y.p.s.; mishra n.,lecture notes in electrical engineering,scopus,0,,0,Q4,quartile,excluded,excluded
3989,2024,comparative analysis of multiclass classification machine learning models for cybersecurity intrusion detection,loughmari m.; el affar a.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3993,2024,exploiting ttps to design an extensible and explainable malware detection system,sharma y.; birnbach s.; martinovic i.,journal of universal computer science,scopus,0,,0,Q3,quartile,excluded,excluded
3995,2024,deep learning model based on convolutional neural network for automatic intrusion detection system,khanvilkar a.; gothivrekar s.; jain m.; mishra u.; perumal a.; kadu s.,international conference on data science and network security (icdsns),scopus,0,6,0,,h5-index,excluded,excluded
3998,2024,a lightweight and responsive on-line ids towards intelligent connected vehicles system,liu j.; fan w.; dai y.; lim e.g.; lisitsa a.,lecture notes in computer science,scopus,1,,1,Q2,quartile,excluded,excluded
4002,2024,an essay on detailed performance assessment ensemble-based predictive modelling in network intrusion detection systems,khajgiwale p.,"ieee students conference on engineering and systems: interdisciplinary technologies for sustainable future, sces",scopus,0,0,0,,h5-index,excluded,excluded
4003,2024,feature ranking and selection for intrusion detection system using mathematical measures,nayak r.; jain s.; arora a.,"ieee students conference on engineering and systems: interdisciplinary technologies for sustainable future, sces",scopus,0,0,0,,h5-index,excluded,excluded
4005,2024,an intrusion detection system based on gwo-cnn-bilstm,yu f.; tian b.; yu h.; ren j.,proceedings of spie - the international society for optical engineering,scopus,0,,0,-,quartile,excluded,excluded
4009,2024,machine learning models for enhancing cyber security,therasa p.r.; shanmuganathan m.; bapu b.r.t.; sankarram n.,international journal of electronic security and digital forensics,scopus,0,,0,Q3,quartile,excluded,excluded
4015,2024,detection of dos attacks using machine learning based intrusion detection system,sabu i.r.; saju s.; mary anita e.a.; sowmya t.,proceedings of inc4 - ieee international conference on contemporary computing and communications,scopus,0,4,0,,h5-index,excluded,excluded
4017,2024,a feature selection study on the bot-iot dataset using ensemble classification techniques,fernando c.a.; thomas r.; mary anita e.a.; lapina m.,proceedings of inc4 - ieee international conference on contemporary computing and communications,scopus,0,4,0,,h5-index,excluded,excluded
4023,2024,comparison of supervised machine learning algorithms with bagged-ensemble method for intrusion detection,jeyasoundari j.; sridevi s.; charles raja s.,"ieee students conference on engineering and systems: interdisciplinary technologies for sustainable future, sces",scopus,0,0,0,,h5-index,excluded,excluded
4027,2024,backpropagation-based deep learning model for privacy-preserving of confidential data,soni m.; singh d.k.,lecture notes in electrical engineering,scopus,0,,0,Q4,quartile,excluded,excluded
4028,2024,anomaly-based intrusion detection model using deep learning for iot networks,alsoufi m.a.; siraj m.m.; ghaleb f.a.; al-razgan m.; al-asaly m.s.; alfakih t.; saeed f.,cmes - computer modeling in engineering and sciences,scopus,10,,10,Q3,quartile,excluded,excluded
4030,2024,backdoor attacks during retraining of machine learning models: a mitigation approach,yudin m.; reddy a.; venkatesan s.; izmailov r.,international conference on security and cryptography (secrypt),scopus,0,11,0,,h5-index,excluded,excluded
4034,2024,aoc-ids: autonomous online framework with contrastive learning for intrusion detection,zhang x.; zhao r.; jiang z.; sun z.; ding y.; ngai e.c.h.; yang s.-h.,proceedings - ieee infocom,scopus,4,,4,-,quartile,excluded,excluded
4035,2024,cosen-ids: a novel cost-sensitive intrusion detection system on imbalanced data in 5g networks,yuan l.; sun j.; zhuang s.; liu y.; geng l.; ma w.,lecture notes in computer science,scopus,0,,0,Q2,quartile,excluded,excluded
4040,2024,detection of real-time distributed denial-of-service (ddos) attacks on internet of things (iot) networks using machine learning algorithms,mahdi z.; abdalhussien n.; mahmood n.; zaki r.,"computers, materials and continua",scopus,7,,7,Q2,quartile,excluded,excluded
4041,2024,machine learning and ensemble learning techniques for intrusion detection systems: a performance analysis based on feature selection methods,başarslan m.s.; turgut z.,lecture notes in networks and systems,scopus,77,,77,Q4,quartile,excluded,excluded
4050,2024,deep neural network-based intrusion detection in internet of things: a state-of-the-art review,li z.; fang w.; zhu c.; chen w.; gao z.; jiang x.; zhang w.,lecture notes in computer science,scopus,0,,0,Q2,quartile,excluded,excluded
4057,2024,anomaly detection for internet of medical things using chameleon optimization-based feature selection,khosrotabar a.; kadoch m.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
4060,2024,cwmagan-gp-based oversampling technique for intrusion detection,shang w.; huang z.; gu z.; cao z.; ding l.; wang s.,lecture notes in computer science,scopus,0,,0,Q2,quartile,excluded,excluded
4065,2024,intrusion detection model based on ensemble learning in big data network,yuan x.; wan j.; yuan p.; chen y.,proceedings of spie - the international society for optical engineering,scopus,0,,0,-,quartile,excluded,excluded
4070,2024,iot network anomaly detection using machine learning and deep learning techniques - research study,alghaithi h.r.o.; alshehhi m.m.a.m.; murugan t.,"ieee students conference on engineering and systems: interdisciplinary technologies for sustainable future, sces",scopus,2,0,2,,h5-index,excluded,excluded
4071,2024,header modification attack against intrusion detection systems,thompson k.; conway e.l.; fang d.(.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
4074,2024,intrusion detection system based on vitcyclegan and rules,fang m.; li x.; wang y.; wang q.; sun x.; zhang s.,lecture notes in computer science,scopus,0,,0,Q2,quartile,excluded,excluded
4085,2024,deep learning-enhanced anomaly detection for iot security in smart cities,himdi t.; ishaque m.,arpn journal of engineering and applied sciences,scopus,0,,0,Q4,quartile,excluded,excluded
4086,2024,proviot: detecting stealthy attacks in iot through federated edge-cloud security,mukherjee k.; wiedemeier j.; wang q.; kamimura j.; rhee j.j.; wei j.; li z.; yu x.; tang l.-a.; gui j.; jee k.,lecture notes in computer science,scopus,0,,0,Q2,quartile,excluded,excluded
4087,2024,adversarial network model based on feature fusion learner for intrusion detection in sensor networks,sherubha p.; iqbal m.; chris a.; arivazhagi; subramani n.,fusion: practice and applications,scopus,0,,0,Q4,quartile,excluded,excluded
4088,2024,cyber physical system based smart healthcare system with deep learning architectures with data analytics,xu w.; xu h.; zhang j.,wireless personal communications,scopus,1,,1,Q2,quartile,excluded,excluded
4089,2024,towards developing generative adversarial networks based robust intrusion detection systems for imbalanced dataset using hadoop-pyspark,rahman m.a.; shahrier h.,lecture notes in networks and systems,scopus,4,,4,Q4,quartile,excluded,excluded
4092,2024,a src-rf and wgans-based hybrid approach for intrusion detection,ding h.; pang z.; wang x.; he y.; tian p.; zhang y.,lecture notes in computer science,scopus,0,,0,Q2,quartile,excluded,excluded
4094,2024,web attack intrusion detection system using machine learning techniques,baklizi m.k.; atoum i.; alkhazaleh m.; kanaker h.; abdullah n.; al-wesabi o.a.; otoom a.a.,international journal of online and biomedical engineering,scopus,8,,8,Q2,quartile,excluded,excluded
4095,2024,generating synthetic data to improve intrusion detection in smart city network systems,čech p.; ponce d.; mikulecký p.; mls k.; žváčková a.; tučník p.; otčenášková t.,lecture notes in computer science,scopus,4,,4,Q2,quartile,excluded,excluded
4096,2024,cyclegan-based intrusion detection data augmentation model,jiang y.; zhang z.; ge y.,proceedings of spie - the international society for optical engineering,scopus,0,,0,-,quartile,excluded,excluded
4097,2024,enhancing siot security through advanced machine learning techniques for intrusion detection,divya s.; tanuja r.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
4098,2024,multi-agent reinforcement learning for cybersecurity: approaches and challenges,finistrella s.; mariani s.; zambonelli f.,ceur workshop proceedings,scopus,1,,1,-,quartile,excluded,excluded
4099,2024,multi-agent cooperative intrusion detection based on generative data augmentation,liu m.; jia y.; li c.; fu p.; zhang z.,lecture notes in computer science,scopus,1,,1,Q2,quartile,excluded,excluded
4100,2024,intrusion detection system based on adversarial domain adaptation algorithm,fei j.; sun y.; wang y.; lian z.,lecture notes in computer science,scopus,0,,0,Q2,quartile,excluded,excluded
4101,2024,fortifying machine learning-powered intrusion detection: a defense strategy against adversarial black-box attacks,pujari m.; sun w.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
4102,2024,hardening machine learning based network intrusion detection systems with synthetic netflows,venturi a.; galli d.; stabili d.; marchetti m.,ceur workshop proceedings,scopus,0,,0,-,quartile,excluded,excluded
4104,2024,a review of generative adversarial networks for security applications; [przegląd generatywnych sieci przeciwstawnych dla zastosowań bezpieczeństwa],rayavarapu s.m.; tammineni s.p.; gottapu s.r.; singam a.,"informatyka, automatyka, pomiary w gospodarce i ochronie srodowiska",scopus,5,,5,Q4,quartile,excluded,excluded
4105,2024,approach on machine learning techniques for anomaly-based web intrusion detection systems: using cicids2017 dataset,phulre a.k.; verma m.; mathur j.p.s.; jain s.,lecture notes in networks and systems,scopus,5,,5,Q4,quartile,excluded,excluded
4106,2024,fortifying cyber defenses: a deep dive into the development of an ai-powered network intrusion detection system,rai h.m.; galymzada a.; almas k.; nurzhan d.; alibek m.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
4107,2024,machine learning and network security,al-rubaye h.a.f.,nanotechnology perceptions,scopus,58,,58,Q4,quartile,excluded,excluded
4108,2024,a gan-based hybrid deep learning approach for enhancing intrusion detection in iot networks,balaji m.s.; dhanabalan g.; umarani c.; naskath j.,international journal of advanced computer science and applications,scopus,1,,1,Q3,quartile,excluded,excluded
4109,2024,application of elm algorithm-based generative adversarial network model in network security,wen z.,applied mathematics and nonlinear sciences,scopus,0,,0,Q3,quartile,excluded,excluded
4111,2024,evasion attack against multivariate singular spectrum analysis based ids,maurya v.; agarwal r.; shukla s.,lecture notes in computer science,scopus,1,,1,Q2,quartile,excluded,excluded
4112,2024,from concept to prototype: developing and testing gaainet for industrial iot intrusion detection,sithungu s.p.; ehlers e.m.,ifip advances in information and communication technology,scopus,2,,2,Q3,quartile,excluded,excluded
4113,2024,machine learning techniques for cyber security: a review,rajput d.; sharma d.k.; gupta m.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
4115,2024,review of cyber-physical system-based security datasets for learning-based intrusion detection systems,sheikh z.a.; singh y.,lecture notes in electrical engineering,scopus,1,,1,Q4,quartile,excluded,excluded
4117,2024,novel dsids- deep sniffer intrusion detection system,kadam a.; garg b.; gayakwad m.; kotecha k.; joshi r.,international journal of intelligent systems and applications in engineering,scopus,2,,2,Q4,quartile,excluded,excluded
4118,2023,attack-sample generation method for train communication network under few-shot condition; [小样本条件下列车通信网络攻击样本生成方法],yue c.; wang l.; yan h.,xinan jiaotong daxue xuebao/journal of southwest jiaotong university,scopus,0,,0,Q2,quartile,excluded,excluded
4119,2024,comparison of cognitively-inspired salience and feature importance techniques in intrusion detection datasets,thomson r.h.; cranford e.a.; tucker g.; lebiere c.,proceedings of spie - the international society for optical engineering,scopus,1,,1,-,quartile,excluded,excluded
4121,2024,constructing adversarial network attacks in realistic network environments,li h.; wang s.; han y.; liu c.; chen z.,lecture notes in computer science,scopus,0,,0,Q2,quartile,excluded,excluded
4122,2024,enhancing zero-day attack prediction a hybrid game theory approach with neural networks,akshaya s.; padmavathi g.,international journal of intelligent systems and applications in engineering,scopus,3,,3,Q4,quartile,excluded,excluded
4125,2023,a review of federated meta-learning and its application in cyberspace security,liu f.; li m.; liu x.; xue t.; ren j.; zhang c.,electronics (switzerland),scopus,20,,10,Q2,quartile,excluded,excluded
4128,2023,scan-gan: generative adversarial network based synthetic data generation technique for controller area network,chougule a.; agrawal k.; chamola v.,ieee internet of things magazine,scopus,11,11,5.5,,h5-index,excluded,excluded
4131,2023,generating synthetic dataset for ml-based ids using ctgan and feature selection to protect smart iot environments,alabdulwahab s.; kim y.-t.; seo a.; son y.,applied sciences (switzerland),scopus,15,,7.5,Q2,quartile,excluded,excluded
4133,2023,intelligent unsupervised network traffic classification method using adversarial training and deep clustering for secure internet of things †,zhang w.; zhang l.; zhang x.; wang y.; liu p.; gui g.,future internet,scopus,0,,0,Q2,quartile,excluded,excluded
4139,2023,defenses for adversarial attacks in network intrusion detection system – a survey,dhinakaran n.; anto s.,international journal of computing and digital systems,scopus,97,,48.5,Q3,quartile,excluded,excluded
4140,2023,hybrid intrusion detection model for internet of things (iot) network environment,rajarajan s.; kavitha m.g.,journal of intelligent and fuzzy systems,scopus,0,,0,Q2,quartile,excluded,excluded
